Name,Food Source,Sample Size ,Biological Sample , Analytic Procedure  ,Literature name 
 fatty acid 20:10omega11c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 20:107c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 20:109c ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 20:1n-11 ," haddock, whiting, flatfish, herring, sardine, mackerel, sandeels ", - ," Plasma, adipose tissue, muscle ", - , ID1663 
 fatty acid 20:1n-11 , - ," n=5 (diet), n=16 (fat tissues) "," Diet, Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip ", - , ID187 
 fatty acid 20:1n-11 ," pelagic fish (e.g., herring, mackerel) ", - , - , - , ID1970 
 fatty acid 20:1n-11 ," Cod liver oil, Flaxseed oil ", - , - , gas chromatography (GC-FID) , ID329 
 fatty acid 20:1n-11 , pelagic copepods , - , - , - , ID520 
 fatty acid 20:1n-7c , - , - , - , - , ID552 
 fatty acid 20:1n-7 , benthic organisms , - , - , - , ID1970 
 fatty acid 20:1n-7 , pelagic copepods , - , - , - , ID520 
 fatty acid 20:1n-9c ," Antarctic copepods, krill ", - , - , - , ID552 
 fatty acid 20:1n-9 ," pelagic fish, demersal fish, zooplankton wax esters ", - ," adipose tissue, muscle ", - , ID1663 
 fatty acid 20:1n-9 , - , - , - , - , ID187 
 fatty acid 20:1n-9 ," pelagic fish (e.g., herring) ", - , - , - , ID1970 
 fatty acid 20:1n-9 ," Cod liver oil, Flaxseed oil ", - , - , - , ID329 
 fatty acid 20:1n-9 , pelagic habitat , - , - , - , ID520 
 fatty acid 20:1n-9 , - , - , - , - , ID659 
 fatty acid 20:1n ," Lake trout, Round goby, Yellow perch ", - , - , - , ID51 
 fatty acid 20:1 , - , - , - , gas chromatography (GC) with flame ionization detection , ID1889 
 fatty acid 20:1 , SFA diet , - , Longissimus Thoracis Muscle , - , ID2253 
 Fatty acid 20:1 , - , - , - , - , ID4913 
 fatty acid 20:1omega11 ," Sargassum heterophyllum, Hypnea spicifera, Plocamium corallorhiza, Perna perna ", - , - , - , ID1905 
 fatty acid 20:1omega7 , Perna perna , n=5 , - , - , ID1905 
 fatty acid 20:1omega9 ," Ulva sp., Caulerpa filiformis, Codium extricatum, Sargassum heterophyllum, Gelidium pristoides, Gelidium enterobium, Hypnea spicifera, Plocamium corallorhiza, Corallina sp., SPM (all sites), Perna perna (mussels) ", - , - , - , ID1905 
 fatty acid 20:2(n-6) , - , - , - , - , ID577 
 Fatty acid 20:2(n-6) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 20:2n-6 , benthic animals , - , - , - , ID1970 
 fatty acid 20:2n-6 , terrestrial plant oil (TPO) diets , - , - , - , ID329 
 fatty acid 20:2n-6 ," Mysis, Tubifex, Bloodworm, Copepod, Daphnia ", - , - , - , ID51 
 fatty acid 20:2n-6 , - , - , - , - , ID520 
 fatty acid 20:2n-6 , - , - , dry tissue , - , ID659 
 fatty acid 20:2n-9 , - , - , - , - , ID520 
 fatty acid 20:2 , yellow soybean cultivars , - , - , - , ID1889 
 fatty acid 20:2omega6 , - , - , - , - , ID1662 
 Fatty acid 20:3 (n6) , - , - ," Plasma, Erythrocytes ", - , ID4587 
 Fatty acid 20:3 n-6 (dihomo-gamma-linolenic acid) , - , - ," Platelet phospholipids, Plasma ", - , ID561 
 fatty acid 20:3 n-9 , - , - , - , - , ID3241 
 fatty acid 20:3(n-3) , - , - , muscle tissues , - , ID577 
 Fatty acid 20:3(n-3) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 20:3(n-6) , - , - ," foot, hepatopancreas/gonad, larval tissues ", - , ID3153 
 Fatty acid 20:3(n-6) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 20:3n-3 , benthic prey sources , - , - , - , ID1970 
 fatty acid 20:3n-3 ," terrestrial plant oil (TPO) diet, flaxseed oil ", - ," Muscle, Liver ", - , ID329 
 fatty acid 20:3n-3 , Microcystis , - , - , - , ID415 
 fatty acid 20:3n-3 ," Copepod, Daphnia, Mysis, Tubifex, Bloodworm ", - , - , - , ID51 
 fatty acid 20:3n-3 , - , - , - , - , ID520 
 fatty acid 20:3n-3 , - , - , dry tissue , - , ID659 
 fatty acid 20:3n-6 , - , - , - , - , ID187 
 fatty acid 20:3n-6 , benthic animals , - , - , - , ID1970 
 Fatty acid 20:3n-6 , - , - , - , - , ID2030 
 fatty acid 20:3n-6 , - , - , longissimus thoracis muscle , - , ID2253 
 Fatty acid 20:3n-6 , - , - , - , - , ID4913 
 fatty acid 20:3n-6 , - , - , - , - , ID51 
 fatty acid 20:3n-6 , - , - , - , - , ID520 
 fatty acid 20:3n-6 , - , - , lipid extracts from spat , - , ID659 
 Fatty acid 20:3n6 , - , - , - , - , ID220 
 fatty acid 20:3omega3 , - , - , - , - , ID1662 
 fatty acid 20:3omega6 , - , - , - , - , ID1662 
 fatty acid 20:4 (n-6) , - , - , - , - , ID959 
 Fatty acid 20:4 (n6) , - , - , - , - , ID4587 
 Fatty acid 20:4 n-6 (arachidonic acid) , - , - ," Plasma, Erythrocyte, Platelet ", - , ID561 
 fatty acid 20:4 n-6 , - , - ," whole blood lipids, HeLa cells, 3T3 cells ", - , ID3241 
 fatty acid 20:4(n-3) , - , - , - , - , ID1436 
 fatty acid 20:4(n-3) , - , - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 20:4(n-3) , - , - , muscle tissues , - , ID577 
 Fatty acid 20:4(n-3) ," Spanish sardine, brown shrimp ", - , - , - , ID853 
 fatty acid 20:4(n-6) ," macroalgae (e.g., Egregia menziesii, C. canaliculatus) ", - ," abalone foot tissue, hepatopancreas/gonad tissue ", - , ID3153 
 fatty acid 20:4(n-6) , - , - , - , - , ID577 
 Fatty acid 20:4(n-6) ," Spanish sardine, brown shrimp ", - , - , - , ID853 
 fatty acid 20:4omega6 ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 20:4n-3 , - , - , - , - , ID1970 
 fatty acid 20:4n-3 ," Nitzschia, Microcystis ", - , - , - , ID415 
 fatty acid 20:4n-3 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 20:4n-6 (AA) , - , - , - , - , ID659 
 fatty acid 20:4n-6 , Sargassum , - , - , - , ID1377 
 fatty acid 20:4n-6 , demersal fish , - ," Plasma, muscle, adipose tissue ", - , ID1663 
 fatty acid 20:4n-6 , - , - , adipose tissues , - , ID187 
 fatty acid 20:4n-6 ," shrimps, crabs, benthic animals ", - ," liver, gonads ", - , ID1970 
 Fatty acid 20:4n-6 , - , - , - , - , ID2030 
 fatty acid 20:4n-6 , - , - , longissimus thoracis muscle , - , ID2253 
 fatty acid 20:4n-6 , - , - , - , - , ID329 
 fatty acid 20:4n-6 , - , - , Whole-body , - , ID3374 
 fatty acid 20:4n-6 ," Nitzschia, Microcystis, Spirulina, TetraMin® ", - , Chironomus larvae , - , ID415 
 Fatty acid 20:4n-6 , - , - , - , - , ID4913 
 fatty acid 20:4n-6 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 20:4n-6 , - , - , - , - , ID520 
 fatty acid 20:4n-6 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 20:4omega3 , freshwater fish , - , - , - , ID1662 
 fatty acid 20:4omega6 ," freshwater fish, prey ", - , muscle tissue , - , ID1662 
" fatty acid 20:4omega6,9,12,15 "," Tilia europaea leaves, Chaetomium globosum, Stenotrophomonas maltophilia, Bacillus amyloliquefaciens ", - , - , - , ID307 
 fatty acid 20:4omega6 , - , - , - , - , ID1563 
 fatty acid 20:4omega6 ," freshwater algae, terrestrial ", - , - , - , ID1662 
 fatty acid 20:4omega6 ," macroalgae species, mussels (Perna perna) ", - , - , - , ID1905 
 Fatty acid 20:5 (n-3) (EPA) , - , - , - , - , ID1156 
 fatty acid 20:5 (n-3) , fish oil , - , - , - , ID1585 
 Fatty acid 20:5 (n-3) , Fish , - , Erythrocyte membranes , - , ID369 
 fatty acid 20:5 (n-3) , fish oils , - , - , - , ID959 
 Fatty acid 20:5 (n3) ," flaxseed, fish oil ", - ," plasma, erythrocytes, kidney, adipose tissue, muscle, retina, HDL, LDL ", - , ID4587 
 Fatty acid 20:5 n-3 (eicosapentaenoic acid) , fish oil supplement , - ," Plasma Phospholipids, Erythrocyte Phospholipids, Platelet Phospholipids ", - , ID561 
 fatty acid 20:5 n-3 , - , - , whole blood lipids , - , ID3241 
 fatty acid 20:5 , Diatoms , - , - , - , ID5489 
 fatty acid 20:5(n-3) , diatoms , - , - , - , ID1436 
 fatty acid 20:5(n-3) ," macroalgae (e.g., E. menziesii, C. canaliculatus, U. lobata) ", - ," Foot tissue, Hepatopancreas/Gonad tissue, Larvae ", - , ID3153 
 fatty acid 20:5(n-3) , - , - , - , - , ID577 
 Fatty acid 20:5(n-3) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 eicosapentaenoic acid ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 Fatty acid 20:5n-3 (EPA) ," rapeseed oil, fish ", - , serum , - , ID4913 
 fatty acid 20:5n-3 (EPA) , diatoms , - , - , - , ID659 
 fatty acid 20:5n-3 , - , - , - , - , ID1377 
 fatty acid 20:5n-3 ," demersal fish, pelagic fish ", - , Plasma , - , ID1663 
 fatty acid 20:5n-3 , - , - ," Various fat tissues (Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip) ", - , ID187 
 fatty acid 20:5n-3 , marine fish oils , - , - , - , ID1970 
 Fatty acid 20:5n-3 , n-3 fatty acids , - ," Phospholipid, 1,2-diacylglycerol ", - , ID2030 
 fatty acid 20:5n-3 ," cod liver oil, flaxseed oil ", - ," muscle tissue, liver tissue ", - , ID329 
 fatty acid 20:5n-3 ," fish (COR, LIN diets) ", - , - , Fatty acid methyl ester analysis (compared to standards and fish oil reference) , ID3374 
 fatty acid 20:5n-3 ," Nitzschia, Microcystis, Spirulina, chlorophytes ", - , - , - , ID415 
 fatty acid 20:5n-3 ," Bloodworm, Copepod, Daphnia, Mysis, Tubifex ", - , - , - , ID51 
 fatty acid 20:5n-3 , carnivory/cannibalism , - , - , - , ID520 
 fatty acid 20:5n-3 , krill , - , - , - , ID552 
 fatty acid 20:5n-3 , diatom , - , - , - , ID665 
 Fatty acid 20:5n3 (EPA) , - , - , - , - , ID220 
 fatty acid 20:5omega3 (EPA) ," diatoms, cryptomonads, zooplankton ", - , - , - , ID1532 
 fatty acid 20:5omega3 ," members of Cryptophyceae, Dinophyceae, Chlophyta ", - , - , - , ID1662 
" fatty acid 20:5omega3,6,9,12,15 "," Tilia europaea, Chaetomium globosum, Bacillus amyloliquefaciens, Stenotrophomonas maltophilia ", - , - , - , ID307 
 fatty acid 20:5omega3 , diatoms , - , - , - , ID1563 
 fatty acid 20:5omega3 ," members of Cryptophyceae, Dinophyceae, and Chlophyta ", - , - , - , ID1662 
 fatty acid 20:5omega3 , - , - , mussel tissue , - , ID1905 
 fatty acid 20:6omega3 ," Cryptophyceae, Dinophyceae, Chlophyta ", - , - , - , ID1662 
 fatty acid 21:0 , - , - , dry tissue , - , ID659 
 fatty acid 21:5(n-3) , - , - , Muscle tissue , - , ID577 
 fatty acid 21:5n-3 , - , - , - , - , ID1970 
 fatty acid 21:5n-3 , - , - , - , - , ID520 
 fatty acid 21:5n-3 , krill , - , - , - , ID552 
 fatty acid 21:5omega3 , - , - , - , - , ID1662 
 fatty acid 21:5omega3 , Perna perna , - , - , - , ID1905 
 fatty acid 22:0 ," Durvillaea antarctica, Ecklonia radiata, Ulva sp., Bellorchestia quoyana ", - , - , - , ID1437 
 fatty acid 22:0 , - , - ," Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip ", - , ID187 
 fatty acid 22:0 , - , - , - , - , ID1889 
 fatty acid 22:0 ," macroalgae (Ulva sp., Caulerpa filiformis, Codium extricatum, Sargassum heterophyllum, Plocamium corallorhiza), suspended particulate matter (SPM) ", - , - , - , ID1905 
 Fatty acid 22:0 , submersed macrophytes , - , - , Fatty acid and stable carbon isotope analyses , ID220 
 fatty acid 22:0 , - , - , - , - , ID520 
 fatty acid 22:0 , - , - , dry tissue , - , ID659 
 fatty acid 22:1(n-11) , copepods (zooplankton) , - , muscle tissues , - , ID577 
 fatty acid 22:1(n-9) , - , - , - , - , ID1436 
 fatty acid 22:1(n-9) , zooplankton (copepods) , - , muscle tissues , - , ID577 
 fatty acid 22:1n-11 ," pelagic fish (e.g., herring, mackerel, sandeels) ", - ," Plasma, adipose tissue, muscle ", - , ID1663 
 fatty acid 22:1n-11 , - ," n=5 (diet), n=16 (tissues) "," Diet, Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip ", - , ID187 
 fatty acid 22:1n-11 ," pelagic fish (e.g., sandeel, capelin, herring, mackerel) ", - , - , - , ID1970 
 fatty acid 22:1n-11 ," Cod liver oil, Flaxseed oil ", - , - , - , ID329 
 fatty acid 22:1n-11 , pelagic copepods , - , - , - , ID520 
 fatty acid 22:1n-13 ," Cod liver oil, Flaxseed oil ", - , - , - , ID329 
 fatty acid 22:1n-7 , - , - , - , - , ID187 
 fatty acid 22:1n-7 , benthic animals , - , - , - , ID1970 
 fatty acid 22:1n-7 , - , - , - , - , ID520 
 fatty acid 22:1n-9c ," Antarctic copepods, krill ", - , - , - , ID552 
 fatty acid 22:1n-9 , - , - ," Subcutaneous, Intraabdominal, Nose, Front paw, Hind paw, Tail base, Tail tip ", - , ID187 
 fatty acid 22:1n-9 ," pelagic fish (e.g., sandeel, capelin, herring, mackerel) ", - , - , - , ID1970 
 fatty acid 22:1n-9 , pelagic copepods , - , - , - , ID520 
 fatty acid 22:1n-9 , - , - , - , - , ID659 
 fatty acid 22:1omega9 , - , - , - , - , ID1662 
 fatty acid 22:2 NMI 1 , Perna perna mussels , - , - , - , ID1905 
 fatty acid 22:2 NMI 2 , Perna perna , n=5 , - , - , ID1905 
 fatty acid 22:2 NMI , - , - ," Foot tissues, Hepatopancreas/Gonad tissues, Larvae ", - , ID3153 
 fatty acid 22:2n-6 , - , - , - , - , ID520 
 fatty acid 22:2n-6 , - , - , - , - , ID659 
 fatty acid 22:4 n-6 , - , - , 3T3 cell samples , PCA , ID3241 
 fatty acid 22:4 n-6 , - , - , Serum phospholipid , Gas chromatography , ID4967 
 fatty acid 22:4(n-6) , - , - ," foot tissues, gonad/hepatopancreas tissues, larvae ", - , ID3153 
 fatty acid 22:4n-3 , - , - , - , - , ID520 
 fatty acid 22:4n-6 , - , - ," fat tissues (subcutaneous, intraabdominal, nose, front paw, hind paw, tail base, tail tip) ", - , ID187 
 fatty acid 22:4n-6 , benthic animals , - , cod liver and gonad lipid profiles , - , ID1970 
 Fatty acid 22:4n-6 , - , - , - , - , ID2030 
 Fatty acid 22:4n-6 , - ," 21 vegans, 17 non-vegetarians ", Serum , - , ID4913 
 fatty acid 22:4n-6 ," Lake trout (Bloodworm); Lake trout (Copepod); Lake trout (Daphnia); Lake trout (Mysis); Lake trout (Tubifex worms); Round goby (Bloodworm); Round goby (Mysis); Yellow perch (Bloodworm); Yellow perch (Mysis); bloodworms, tubifex worms ", - , - , - , ID51 
 fatty acid 22:4n-6 , - , - , dry tissue , - , ID659 
 fatty acid 22:4omega6 , Perna perna , - , - , - , ID1905 
 Fatty acid 22:5 (n3) , flaxseed , - , Plasma , - , ID4587 
 Fatty acid 22:5 n-3 (docosapentaenoic acid) , beef-based diet , - ," Plasma, erythrocytes ", - , ID561 
 fatty acid 22:5 n-3 , - , - , - , - , ID3241 
 fatty acid 22:5 n-3 , - , - , - , - , ID4967 
 fatty acid 22:5 n-6 , - , - , - , - , ID4967 
 fatty acid 22:5(n-3) , - , - , - , - , ID1436 
 fatty acid 22:5(n-3) , - , - ," Foot Tissue, Hepatopancreas/Gonad Tissue, Larvae ", - , ID3153 
 fatty acid 22:5(n-3) , N. kroyeri , - , - , - , ID577 
 Fatty acid 22:5(n-3) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 fatty acid 22:5(n-6) , - , - , muscle tissues of mesopelagic fishes , - , ID577 
 Fatty acid 22:5(n-6) ," Spanish sardine, Brown shrimp ", - , - , - , ID853 
 Fatty acid 22:5n-3 (DPA) , - , - , Serum , - , ID4913 
 fatty acid 22:5n-3 , - , - , - , - , ID1377 
 fatty acid 22:5n-3 , - , 16 subjects , fat tissues , - , ID187 
 fatty acid 22:5n-3 , Fish (benthic diet group) , - , - , - , ID1970 
 Fatty acid 22:5n-3 , high n-3 diet , - ," 1,2-diacylglycerol (1,2-DAG); thoracic aorta phosphatidylcholine (PC); thoracic aorta phosphatidylethanolamine (PE); thoracic aorta phosphatidylinositol (PI) ", - , ID2030 
 fatty acid 22:5n-3 ," Cod liver oil, Flaxseed oil ", - , - , - , ID329 
 fatty acid 22:5n-3 , - , - , Whole-body , - , ID3374 
 fatty acid 22:5n-3 ," lower trophic-level prey (bloodworms, tubifex worms) ", - , - , - , ID51 
 fatty acid 22:5n-3 , - , - , - , - , ID520 
 fatty acid 22:5n-3 , krill , - , - , - , ID552 
 fatty acid 22:5n-3 , - , - , - , - , ID659 
 fatty acid 22:5n-3 ," Euphausia pacifica, Thysanoessa spinifera ", - , - , - , ID665 
 fatty acid 22:5n-6 , - , - , - , - , ID187 
 Fatty acid 22:5n-6 , - , - ," Phosphatidylethanolamine, Phosphatidylinositol ", - , ID2030 
 fatty acid 22:5n-6 , - , - , Whole-body , - , ID3374 
 fatty acid 22:5n-6 ," Copepod, Mysis, Bloodworm, Daphnia, Tubifex ", - , - , - , ID51 
 fatty acid 22:5n-6 , - , - , - , - , ID520 
 fatty acid 22:5n-6 , - , - , dry tissue , - , ID659 
 fatty acid 22:5omega3 , - , - , - , - , ID1662 
 fatty acid 22:5omega3 , mussel tissue , - , - , - , ID1905 
 fatty acid 22:5omega6 , thraustochytrids , - , - , - , ID1532 
 fatty acid 22:5omega6 , Perna perna , - , - , - , ID1905 
 Fatty acid 22:6 (n-3) (DHA) , - , - , - , - , ID1156 
 fatty acid 22:6 (n-3) , - , - , - , - , ID1585 
 Fatty acid 22:6 (n-3) , Fish , - , Erythrocyte , - , ID369 
 fatty acid 22:6 (n-3) , fish oils , - , - , - , ID959 
 Fatty acid 22:6 (n3) ," marine sources, fish derivatives ", - ," Plasma, HDL, LDL, retina, erythrocytes ", - , ID4587 
 Fatty acid 22:6 n-3 (docosahexaenoic acid) , fish oil , 15 men and women; 175 healthy subjects ," adipose tissue, plasma NEFA; plasma CE ", - , ID561 
 docosahexaenoic acid 22:6 n-3 , - , - , - , - , ID3241 
 fatty acid 22:6 n-3 , - , 153 participants , - , - , ID4967 
 fatty acid 22:6 , dinoflagellates , - , - , - , ID5489 
 fatty acid 22:6(n-3) ," flagellates, protozoans ", - , - , - , ID1436 
 fatty acid 22:6(n-3) , - , - , - , - , ID3153 
 fatty acid 22:6(n-3) , - , - , - , - , ID577 
 fatty acid 22:6omega3 ," seaweeds, sandhoppers, green algae ", - , - , - , ID1437 
 Fatty acid 22:6n-3 (DHA) ," Fish, fish oil ", - , Serum , - , ID4913 
 fatty acid 22:6n-3 , - , - , - , - , ID659 
 fatty acid 22:6n-3 , - , - , - , - , ID1377 
 fatty acid 22:6n-3 ," pelagic fish (herring, mackerel, etc.) ", - ," Plasma, Muscle, Adipose tissue ", - , ID1663 
 fatty acid 22:6n-3 , - , - , - , - , ID187 
 fatty acid 22:6n-3 , marine fish oils , - , - , - , ID1970 
 Fatty acid 22:6n-3 , High n-3 diet , - ," Phospholipid, 1,2-diacylglycerol ", - , ID2030 
 fatty acid 22:6n-3 ," Cod liver oil, Flaxseed oil ", - ," Muscle, Liver ", - , ID329 
 fatty acid 22:6n-3 , - , - , - , Gas chromatography with flame ionization detector and Supelcowax capillary column , ID3374 
 fatty acid 22:6n-3 ," TetraMin®, Nitzschia ", - , Chironomus larvae , - , ID415 
 fatty acid 22:6n-3 ," Copepod, Mysis, Bloodworm (Round goby), Mysis (Round goby), Bloodworm (Yellow perch), Mysis (Yellow perch), Lake trout (Bloodworm), Lake trout (Copepod), Lake trout (Daphnia), Lake trout (Mysis), Lake trout (Tubifex), Round goby (Bloodworm), Round goby (Mysis), Yellow perch (Bloodworm), Yellow perch (Mysis) ", - , - , - , ID51 
 fatty acid 22:6n-3 , - , - , - , - , ID520 
 fatty acid 22:6n-3 , krill oil , - , - , - , ID552 
 fatty acid 22:6n-3 , - , - , - , - , ID665 
 Fatty acid 22:6n3 (DHA) , - , - , - , - , ID220 
 fatty acid 22:6omega3 ," diatoms, cryptomonads, dinoflagellates, thraustochytrids, rotifers, Artemia ", - , - , - , ID1532 
 fatty acid 22:6omega3 , diatoms , - , - , - , ID1563 
 fatty acid 22:6omega3 ," diatoms, dinoflagellates, fish ", - , - , - , ID1662 
 fatty acid 22:6omega3 ," dinoflagellates, mussels (Perna perna), macroalgae (Gelidium prisoides, Gelidium enterobium, Corallina sp., Plocamium corallorhiza) ", - ," mussel tissue, Suspended Particulate Matter (SPM), macroalgae ", - , ID1905 
 Fatty acid 23:0 , - , - , - , - , ID1156 
 Fatty acid 24:0 , - , - , Platelet phospholipids , - , ID561 
 fatty acid 24:0 , - , - , - , - , ID187 
 Fatty acid 24:0 , submersed macrophytes , - , - , - , ID220 
 fatty acid 24:0 , - , - , - , - , ID4967 
 fatty acid 24:0 , - , - , - , - , ID577 
 Fatty acid 24:1 n-9 (nervonic acid) , - , - ," Platelet phospholipids, Plasma, Erythrocytes ", - , ID561 
 fatty acid 24:1 n-9c , - ,1, - , - , ID4967 
 fatty acid 24:1(15) ," Haliclona oculata, Haliclona xena, Dysidea avara ", - , - , - , ID5489 
 fatty acid 24:1(17) , - , - , - , stable carbon isotope analysis , ID5489 
 fatty acid 24:1(n-9) , N. kroyeri , - , - , - , ID577 
 fatty acid 24:1n-9 , - , - ," appendages, trunk fats ", - , ID187 
 fatty acid 24:1n-9 , - , - , - , - , ID1970 
 fatty acid 24:1n-9 , - , - , - , - , ID520 
 fatty acid 24:1 , - , - , - , - , ID1889 
 fatty acid 24:5n-3 ," pelagic feeding (e.g., fish) ", - , - , - , ID1970 
" fatty acid 25:2(5,9) "," Haliclona oculata, Haliclona xena ", - , - , - , ID5489 
 fatty acid 25:3 , Dysidea avara (Spain) , - , - , - , ID5489 
 Fatty acid 26:0 (hexacosanoic acid) , - , - ," Erythrocytes, Plasma lipids ", - , ID561 
 fatty acid 26:0 , - , - , - , - , ID5489 
 Fatty acid 26:1 n-9 (hexacosenoic acid) , - , - ," Erythrocytes, Plasma ", - , ID561 
" fatty acid 26:2(5,9) ", - , - , - , - , ID5489 
" fatty acid 26:2(9,19) ", - , - , - , - , ID5489 
" fatty acid 26:3(5,9,17) ", - , - , - , - , ID5489 
" fatty acid 26:3(5,9,19) ", sponges , - , - , Stable Carbon Isotope Analysis , ID5489 
" fatty acid 28:3(5,9,21) ", - , - , - , - , ID5489 
 fatty acid 28:3 , - , - , - , - , ID5489 
" fatty acid 3,7,11,15-tetramethyl 16:0 ", - , - , muscle tissues , - , ID577 
 fatty acid 30:3 , Aplysina aerophoba , - , - , - , ID5489 
